building_index,grid_id,grid_col,grid_row,x_m,y_m,A_z,zone_type
999,5_57,5,57,762037.6070317067,2457911.489010783,62500.0,dense_urban
1000,5_57,5,57,761980.914600353,2457895.385468652,62500.0,dense_urban
1001,5_57,5,57,762082.1165184695,2457926.3612366617,62500.0,dense_urban
1002,5_57,5,57,761988.7275982962,2457842.605761151,62500.0,dense_urban
1003,5_57,5,57,761962.1044333734,2457962.4345428846,62500.0,dense_urban
1004,4_57,4,57,761919.2833384172,2457947.280300112,62500.0,normal_urban
1005,5_57,5,57,762010.4633235896,2457976.1150652114,62500.0,dense_urban
1006,5_57,5,57,762052.111371851,2457990.029187999,62500.0,dense_urban
1007,4_56,4,56,761928.7239051011,2457699.2583382544,62500.0,dense_urban
1008,5_56,5,56,762102.9240193702,2457762.383573192,62500.0,dense_urban
1009,11_34,11,34,763632.436673666,2452052.0493293777,62500.0,dense_urban
1010,5_57,5,57,762152.6171937892,2457846.4910038104,62500.0,dense_urban
1011,5_56,5,56,762156.0892735323,2457781.5992377354,62500.0,dense_urban
1012,6_57,6,57,762189.8420220793,2457814.149408289,62500.0,dense_urban
1013,5_57,5,57,762125.0917287626,2457813.47174768,62500.0,dense_urban
1014,4_56,4,56,761868.3432282915,2457639.403513562,62500.0,dense_urban
1015,4_57,4,57,761780.8154790737,2457898.678924819,62500.0,normal_urban
1016,4_57,4,57,761737.8128610783,2457885.2603128734,62500.0,normal_urban
1017,5_56,5,56,761991.1245291419,2457787.164394626,62500.0,dense_urban
1018,4_57,4,57,761776.2725051406,2457838.207552543,62500.0,normal_urban
1019,4_57,4,57,761759.3281063531,2457891.8972705817,62500.0,normal_urban
1020,6_56,6,56,762358.3510713701,2457765.364933532,62500.0,dense_urban
1021,5_57,5,57,761939.0127961356,2457954.1589122564,62500.0,dense_urban
1022,5_57,5,57,762033.0697779199,2457983.5059422865,62500.0,dense_urban
1023,9_17,9,17,763168.4803381497,2448005.3597681336,62500.0,dense_urban
1024,10_17,10,17,763262.7201244818,2448050.910716503,62500.0,dense_urban
1025,10_17,10,17,763216.9624650449,2447989.2281958996,62500.0,dense_urban
1026,10_17,10,17,763198.3843073264,2447945.0076846574,62500.0,dense_urban
1027,13_38,13,38,764019.5930131826,2453220.3808933618,62500.0,dense_urban
1028,4_60,4,60,761749.0014930709,2458579.513450237,20382.43435160257,dense_urban
1029,6_37,6,37,762298.4908026082,2452880.6877396507,62500.0,normal_urban
1030,1_50,1,50,761133.6064022916,2456130.427489179,49267.266775282886,normal_urban
1031,1_50,1,50,761153.9027322005,2456158.620433461,49267.266775282886,normal_urban
1032,2_50,2,50,761222.0217612383,2456253.238477796,62500.0,dense_urban
1033,2_50,2,50,761203.7441943242,2456227.8484871155,62500.0,dense_urban
1034,2_50,2,50,761240.3045501688,2456278.6323638586,62500.0,dense_urban
1035,2_51,2,51,761261.2695784486,2456307.7530247374,60846.89074324662,dense_urban
1036,1_50,1,50,761178.5890469288,2456192.909205385,49267.266775282886,normal_urban
1037,2_51,2,51,761310.6441704169,2456376.337428992,60846.89074324662,dense_urban
1038,2_51,2,51,761286.1970711214,2456342.3785414468,60846.89074324662,dense_urban
1039,2_52,2,52,761406.1429335261,2456575.622728256,45072.66545661507,open_area
1040,1_49,1,49,761078.1518403032,2456043.649277224,62500.0,dense_urban
1041,9_50,9,50,763156.9505392703,2456137.7016758807,62500.0,dense_urban
1042,10_50,10,50,763233.1828794652,2456167.3816140066,62500.0,dense_urban
1043,1_49,1,49,761058.6470665849,2455941.8261568,62500.0,dense_urban
1044,2_52,2,52,761415.7968424881,2456605.8154442715,45072.66545661507,open_area
1045,2_51,2,51,761377.6799531091,2456489.2455918216,60846.89074324662,dense_urban
1046,10_29,10,29,763257.5003374867,2450816.0828432636,62500.0,open_area
1047,10_50,10,50,763381.0455272117,2456168.9223587164,62500.0,dense_urban
1048,18_38,18,38,765435.49620109,2453123.251007027,62500.0,open_area
1049,3_52,3,52,761438.5022662977,2456583.932020283,62500.0,dense_urban
1050,3_58,3,58,761584.5120313169,2458200.5784048787,62500.0,dense_urban
1051,2_51,2,51,761387.6752177067,2456521.7281215824,60846.89074324662,dense_urban
1052,2_51,2,51,761421.565682947,2456544.172046066,60846.89074324662,dense_urban
1053,5_50,5,50,761951.0757055514,2456209.263812017,62500.0,dense_urban
1054,5_58,5,58,761980.5137946745,2458293.414647347,62500.0,dense_urban
1055,5_58,5,58,761984.3012132278,2458281.005806922,62500.0,dense_urban
1056,2_51,2,51,761370.4423017164,2456450.6185079124,60846.89074324662,dense_urban
