building_index,grid_id,grid_col,grid_row,x_m,y_m,A_z,zone_type
7600,6_54,6,54,762338.1003890341,2457221.5026239445,62500.0,dense_urban
7601,6_54,6,54,762367.4904690967,2457224.082997845,62500.0,dense_urban
7602,6_54,6,54,762359.0898009221,2457208.9857996684,62500.0,dense_urban
7603,10_52,10,52,763365.5933142606,2456643.093555449,62500.0,dense_urban
7604,10_57,10,57,763382.5573583975,2457988.0104987104,62500.0,dense_urban
7605,11_57,11,57,763493.9912850235,2457892.6658308213,62500.0,dense_urban
7606,10_21,10,21,763233.9709490731,2448802.570593865,62500.0,normal_urban
7607,4_59,4,59,761805.3983596319,2458327.2323167566,62500.0,dense_urban
7608,4_59,4,59,761722.251668834,2458306.8075975818,62500.0,dense_urban
7609,4_58,4,58,761710.5766569086,2458299.6746603884,62500.0,normal_urban
7610,4_58,4,58,761699.0200475137,2458285.7162324567,62500.0,normal_urban
7611,4_58,4,58,761686.3952144894,2458277.6540160663,62500.0,normal_urban
7612,3_58,3,58,761677.4567442198,2458264.561078965,62500.0,dense_urban
7613,3_58,3,58,761666.6108980408,2458258.0837481683,62500.0,dense_urban
7614,3_58,3,58,761648.0562230159,2458252.6980927456,62500.0,dense_urban
7615,3_58,3,58,761634.5948410039,2458244.0844985875,62500.0,dense_urban
7616,3_58,3,58,761600.863059107,2458232.175768907,62500.0,dense_urban
7617,3_58,3,58,761599.9121446998,2458251.8743149936,62500.0,dense_urban
7618,3_58,3,58,761580.613634626,2458231.0809260802,62500.0,dense_urban
7619,3_58,3,58,761565.4846993544,2458231.033601446,62500.0,dense_urban
7620,3_58,3,58,761546.6131040422,2458232.769392711,62500.0,dense_urban
7621,3_58,3,58,761574.6872518033,2458252.0036044396,62500.0,dense_urban
7622,3_58,3,58,761549.967964245,2458251.8357293056,62500.0,dense_urban
7623,4_60,4,60,761770.5634481625,2458586.3113385,20382.43435160257,dense_urban
7624,4_59,4,59,761849.260206654,2458441.633961455,62500.0,dense_urban
7625,8_59,8,59,762910.8397004884,2458312.882443169,62500.0,dense_urban
7626,9_58,9,58,763126.1861834802,2458272.6432401035,62500.0,dense_urban
7627,3_56,3,56,761656.7736537925,2457580.5366031434,62500.0,normal_urban
7628,5_56,5,56,761954.7141677921,2457615.7805098365,62500.0,dense_urban
7629,9_32,9,32,763049.1848139063,2451605.6921283607,62500.0,normal_urban
7630,3_50,3,50,761436.4389947744,2456072.411986971,62500.0,dense_urban
7631,3_49,3,49,761450.1840982396,2456037.4824092137,62500.0,dense_urban
7632,2_49,2,49,761435.2320457603,2456042.0519279176,62500.0,dense_urban
7633,3_50,3,50,761453.7811376479,2456099.5305686626,62500.0,dense_urban
7634,3_50,3,50,761452.1447323898,2456103.3635444143,62500.0,dense_urban
7635,3_50,3,50,761451.3417530846,2456107.8528251685,62500.0,dense_urban
7636,2_49,2,49,761423.2226997362,2456034.3371620765,62500.0,dense_urban
7637,2_49,2,49,761406.6176167703,2456026.351103612,62500.0,dense_urban
7638,1_47,1,47,761044.4892743573,2455532.4100717194,62500.0,dense_urban
7639,1_47,1,47,761047.2381427803,2455529.1440222217,62500.0,dense_urban
7640,1_47,1,47,761050.8783705931,2455525.3408737667,62500.0,dense_urban
7641,1_47,1,47,761050.5152821101,2455521.3756872644,62500.0,dense_urban
7642,6_54,6,54,762241.0945064849,2457292.948033887,62500.0,dense_urban
7643,6_54,6,54,762242.5357214191,2457295.9776090602,62500.0,dense_urban
7644,6_55,6,55,762249.2674436091,2457303.0462989905,62500.0,dense_urban
7645,6_55,6,55,762241.1800111163,2457308.7361251833,62500.0,dense_urban
7646,6_55,6,55,762233.1502499561,2457314.2139820675,62500.0,dense_urban
7647,6_55,6,55,762225.7466154872,2457319.2956033736,62500.0,dense_urban
7648,6_55,6,55,762221.3814225473,2457322.825417506,62500.0,dense_urban
7649,6_55,6,55,762217.9933623748,2457324.9360007397,62500.0,dense_urban
7650,6_55,6,55,762212.4646017025,2457328.9068356454,62500.0,dense_urban
7651,6_55,6,55,762206.9571224017,2457332.9305161024,62500.0,dense_urban
7652,6_55,6,55,762217.2104670495,2457311.844636648,62500.0,dense_urban
7653,6_55,6,55,762208.057657247,2457318.515045888,62500.0,dense_urban
7654,6_54,6,54,762224.0418269411,2457207.7769204658,62500.0,dense_urban
7655,6_54,6,54,762226.251082675,2457212.2857967974,62500.0,dense_urban
7656,6_54,6,54,762227.7398454687,2457218.1066522114,62500.0,dense_urban
7657,6_54,6,54,762232.0779487815,2457228.809592057,62500.0,dense_urban
7658,6_54,6,54,762237.3409909139,2457235.5573628107,62500.0,dense_urban
7659,6_54,6,54,762240.2108301459,2457239.8309120676,62500.0,dense_urban
7660,6_54,6,54,762242.860078645,2457244.3547551176,62500.0,dense_urban
7661,6_54,6,54,762260.2443170237,2457277.9332721136,62500.0,dense_urban
7662,6_54,6,54,762270.347526487,2457273.147443573,62500.0,dense_urban
7663,6_54,6,54,762262.9796104381,2457286.517549973,62500.0,dense_urban
7664,6_54,6,54,762265.981401986,2457292.137502418,62500.0,dense_urban
7665,6_54,6,54,762268.8389738057,2457297.3706940804,62500.0,dense_urban
7666,6_54,6,54,762274.1206484532,2457285.9774328005,62500.0,dense_urban
7667,6_54,6,54,762278.4583773693,2457283.0833091163,62500.0,dense_urban
7668,6_54,6,54,762281.8801125486,2457279.634415999,62500.0,dense_urban
7669,6_54,6,54,762285.612061051,2457276.9627493615,62500.0,dense_urban
7670,6_54,6,54,762290.8381957839,2457273.4319139947,62500.0,dense_urban
7671,6_54,6,54,762290.6503032666,2457267.4677978316,62500.0,dense_urban
7672,6_54,6,54,762315.9985902779,2457282.4906197977,62500.0,dense_urban
7673,6_54,6,54,762309.5775328433,2457288.2123506432,62500.0,dense_urban
7674,6_55,6,55,762320.7257955796,2457305.2258326085,62500.0,dense_urban
7675,6_55,6,55,762193.0726274258,2457369.890977759,62500.0,dense_urban
7676,6_55,6,55,762199.1502666225,2457366.181163769,62500.0,dense_urban
7677,6_55,6,55,762232.0647899928,2457341.2585226195,62500.0,dense_urban
7678,6_55,6,55,762236.0422512748,2457338.7446120773,62500.0,dense_urban
7679,6_55,6,55,762240.0532360603,2457335.846814084,62500.0,dense_urban
7680,6_55,6,55,762244.1545307656,2457333.2621558174,62500.0,dense_urban
7681,6_55,6,55,762248.3079942381,2457330.708384921,62500.0,dense_urban
7682,6_55,6,55,762254.7576340354,2457321.097561959,62500.0,dense_urban
7683,6_55,6,55,762258.2960551814,2457327.3148778817,62500.0,dense_urban
7684,6_55,6,55,762260.2934515064,2457331.542853422,62500.0,dense_urban
7685,6_55,6,55,762265.1497878649,2457352.6042029755,62500.0,dense_urban
7686,6_55,6,55,762270.9783026483,2457359.535281701,62500.0,dense_urban
7687,6_55,6,55,762260.6916880584,2457346.336009633,62500.0,dense_urban
7688,6_55,6,55,762256.3764569428,2457341.0597640993,62500.0,dense_urban
7689,6_55,6,55,762284.1016614239,2457382.539964785,62500.0,dense_urban
7690,6_55,6,55,762281.3492592036,2457378.8467424554,62500.0,dense_urban
7691,6_55,6,55,762282.2139333433,2457372.858411883,62500.0,dense_urban
7692,6_55,6,55,762278.7998550918,2457367.996309011,62500.0,dense_urban
7693,6_55,6,55,762301.2645604084,2457368.1565480316,62500.0,dense_urban
7694,6_55,6,55,762298.2763576324,2457359.558755436,62500.0,dense_urban
7695,6_55,6,55,762294.6727388662,2457350.857392075,62500.0,dense_urban
7696,6_55,6,55,762291.4701146352,2457344.849500555,62500.0,dense_urban
7697,6_55,6,55,762310.8332539229,2457337.202233568,62500.0,dense_urban
7698,6_55,6,55,762308.2432960053,2457331.393950555,62500.0,dense_urban
7699,6_55,6,55,762289.2384466742,2457340.6288141003,62500.0,dense_urban
7700,6_55,6,55,762297.3036744503,2457325.020734147,62500.0,dense_urban
7701,6_55,6,55,762282.054960527,2457324.2093786076,62500.0,dense_urban
7702,6_55,6,55,762280.0136437827,2457319.0689519434,62500.0,dense_urban
7703,6_55,6,55,762277.4477925558,2457314.4499272495,62500.0,dense_urban
7704,6_55,6,55,762274.8227352257,2457307.6299121906,62500.0,dense_urban
7705,6_55,6,55,762296.9171975077,2457308.284233691,62500.0,dense_urban
7706,6_54,6,54,762287.442503997,2457301.0025804117,62500.0,dense_urban
7707,6_54,6,54,762293.3350076423,2457296.820186587,62500.0,dense_urban
7708,6_54,6,54,762298.4581506051,2457293.7993443795,62500.0,dense_urban
7709,3_49,3,49,761534.9182798009,2455889.389458864,62500.0,dense_urban
7710,4_50,4,50,761706.3828527606,2456185.874814643,62500.0,dense_urban
7711,3_52,3,52,761653.1548014868,2456592.0882891337,62500.0,dense_urban
7712,3_52,3,52,761660.2742909688,2456595.8508669045,62500.0,dense_urban
7713,3_52,3,52,761666.5220589684,2456581.9614188583,62500.0,dense_urban
7714,3_52,3,52,761673.7486933378,2456584.334501708,62500.0,dense_urban
7715,9_18,9,18,763184.2359073634,2448116.4424145035,62500.0,dense_urban
7716,9_18,9,18,763182.317587386,2448123.753442946,62500.0,dense_urban
7717,9_18,9,18,763169.428648206,2448143.5037060804,62500.0,dense_urban
7718,9_18,9,18,763179.9607633528,2448179.413801489,62500.0,dense_urban
7719,9_18,9,18,763175.2151222308,2448174.196301571,62500.0,dense_urban
7720,10_18,10,18,763195.3102846883,2448174.1011653794,62500.0,dense_urban
7721,9_18,9,18,763185.0258843206,2448184.1553431763,62500.0,dense_urban
7722,9_18,9,18,763164.310225891,2448163.8283444755,62500.0,dense_urban
7723,9_18,9,18,763146.6674853201,2448136.835511415,62500.0,dense_urban
7724,3_51,3,51,761662.9803220956,2456513.868082103,62500.0,dense_urban
7725,3_51,3,51,761661.8928659098,2456510.698556384,62500.0,dense_urban
7726,3_51,3,51,761663.6105860692,2456506.278298674,62500.0,dense_urban
7727,3_51,3,51,761665.4106417409,2456502.352923741,62500.0,dense_urban
7728,3_51,3,51,761666.3609758598,2456498.1892132773,62500.0,dense_urban
7729,3_51,3,51,761668.2888513483,2456494.007619563,62500.0,dense_urban
7730,3_52,3,52,761682.7488554255,2456553.3898277157,62500.0,dense_urban
7731,3_51,3,51,761683.9035761831,2456549.192057455,62500.0,dense_urban
7732,4_51,4,51,761687.9496710335,2456546.3464638223,62500.0,dense_urban
7733,4_51,4,51,761688.9060514829,2456542.8665191885,62500.0,dense_urban
7734,4_51,4,51,761688.4225434667,2456539.023780174,62500.0,dense_urban
7735,4_51,4,51,761693.3402727592,2456531.1959769237,62500.0,dense_urban
7736,4_51,4,51,761696.6827287163,2456524.4291869057,62500.0,dense_urban
7737,4_51,4,51,761698.3769084848,2456520.6721015507,62500.0,dense_urban
7738,4_51,4,51,761702.4593553892,2456513.0481505445,62500.0,dense_urban
7739,3_52,3,52,761666.5833420074,2456571.297482422,62500.0,dense_urban
7740,3_52,3,52,761671.9747057586,2456572.140324344,62500.0,dense_urban
7741,3_52,3,52,761675.3978877816,2456574.978361824,62500.0,dense_urban
7742,3_49,3,49,761440.3715502588,2456027.6458799476,62500.0,dense_urban
7743,2_49,2,49,761428.0865364893,2456022.530098879,62500.0,dense_urban
7744,2_49,2,49,761418.821104416,2456018.290834901,62500.0,dense_urban
7745,2_49,2,49,761414.079724315,2456015.833252519,62500.0,dense_urban
7746,2_49,2,49,761409.3792403619,2456013.516906308,62500.0,dense_urban
7747,3_49,3,49,761449.8129202506,2456014.181507917,62500.0,dense_urban
7748,11_33,11,33,763569.2569210462,2451922.79733485,62500.0,dense_urban
7749,11_33,11,33,763568.4845833699,2451931.182326185,62500.0,dense_urban
7750,10_17,10,17,763211.6853615122,2447911.0597343803,62500.0,dense_urban
7751,10_17,10,17,763213.7321503892,2447915.2970900005,62500.0,dense_urban
7752,10_17,10,17,763215.8682117877,2447921.114465118,62500.0,dense_urban
7753,10_17,10,17,763219.9179754888,2447928.1581885265,62500.0,dense_urban
7754,10_17,10,17,763230.0478419652,2447930.8440263253,62500.0,dense_urban
7755,10_17,10,17,763226.1065412442,2447940.483239609,62500.0,dense_urban
7756,10_17,10,17,763222.3361654463,2447945.7267983267,62500.0,dense_urban
7757,10_17,10,17,763232.6401149881,2447943.0675335717,62500.0,dense_urban
7758,10_17,10,17,763230.3518748918,2447959.560266992,62500.0,dense_urban
7759,10_17,10,17,763234.3548919619,2447972.5154869994,62500.0,dense_urban
7760,10_17,10,17,763232.7232126606,2447967.4232113925,62500.0,dense_urban
7761,10_17,10,17,763231.7150758894,2447963.480074576,62500.0,dense_urban
7762,10_17,10,17,763242.0459381628,2448000.2424770934,62500.0,dense_urban
7763,10_17,10,17,763243.6360333906,2448005.5874096914,62500.0,dense_urban
7764,10_17,10,17,763245.8495367428,2448011.2809011308,62500.0,dense_urban
7765,10_17,10,17,763243.293771118,2448028.4291820987,62500.0,dense_urban
7766,10_17,10,17,763197.778879218,2447934.670781036,62500.0,dense_urban
7767,10_17,10,17,763206.5087079416,2447935.4381412715,62500.0,dense_urban
7768,10_17,10,17,763207.7109467499,2447941.527716297,62500.0,dense_urban
7769,10_17,10,17,763211.3638464755,2447949.0220440384,62500.0,dense_urban
7770,10_17,10,17,763224.3343591213,2448007.0466678604,62500.0,dense_urban
7771,10_17,10,17,763221.5433115744,2448012.328726922,62500.0,dense_urban
7772,10_17,10,17,763228.1320748276,2448017.019730604,62500.0,dense_urban
7773,10_17,10,17,763228.2260386131,2448021.4297701204,62500.0,dense_urban
7774,10_17,10,17,763224.4985491749,2448025.915449032,62500.0,dense_urban
7775,10_17,10,17,763224.4037675239,2448031.0172224115,62500.0,dense_urban
7776,10_17,10,17,763228.8364362399,2448037.433058477,62500.0,dense_urban
7777,10_17,10,17,763228.2146499654,2448040.95725112,62500.0,dense_urban
7778,10_17,10,17,763223.7112019635,2448044.592410649,62500.0,dense_urban
7779,10_17,10,17,763223.5424395934,2448048.960466619,62500.0,dense_urban
7780,10_18,10,18,763229.9495476612,2448053.2143518347,62500.0,dense_urban
7781,10_18,10,18,763227.7604155644,2448060.155835327,62500.0,dense_urban
7782,10_18,10,18,763222.9000906972,2448065.8940494126,62500.0,dense_urban
7783,10_18,10,18,763221.4229484801,2448070.697817622,62500.0,dense_urban
7784,10_18,10,18,763228.5163994674,2448075.982658373,62500.0,dense_urban
7785,6_51,6,51,762404.3462792689,2456447.186979443,62500.0,dense_urban
7786,17_20,17,20,765184.56876436,2448587.1642268286,62500.0,normal_urban
7787,5_51,5,51,761974.676096252,2456484.772681303,62500.0,dense_urban
7788,5_51,5,51,761983.900674301,2456490.9522045413,62500.0,dense_urban
7789,5_51,5,51,761991.8186145874,2456498.1320484173,62500.0,dense_urban
7790,5_51,5,51,761987.4064964568,2456510.590927797,62500.0,dense_urban
7791,5_51,5,51,761983.6786782489,2456520.093436766,62500.0,dense_urban
7792,5_51,5,51,761980.4768779519,2456528.47105379,62500.0,dense_urban
7793,5_51,5,51,761978.5667870194,2456532.6060039736,62500.0,dense_urban
7794,5_51,5,51,761979.8431312145,2456541.0190143646,62500.0,dense_urban
7795,5_51,5,51,761981.4123848873,2456549.4200318144,62500.0,dense_urban
7796,5_52,5,52,761984.6583218814,2456557.039511742,62500.0,dense_urban
7797,4_53,4,53,761807.5449236485,2456824.608809676,62500.0,dense_urban
7798,4_53,4,53,761801.4738900983,2456802.123056545,62500.0,dense_urban
7799,4_53,4,53,761797.1683922992,2456828.7664388414,62500.0,dense_urban
7800,4_53,4,53,761786.0195323537,2456827.836289783,62500.0,dense_urban
7801,4_53,4,53,761776.7431805216,2456829.716615516,62500.0,dense_urban
7802,4_53,4,53,761765.0899955581,2456814.3934203265,62500.0,dense_urban
7803,4_53,4,53,761780.6150062116,2456813.3729912215,62500.0,dense_urban
7804,4_53,4,53,761774.1317679413,2456811.5986462324,62500.0,dense_urban
7805,4_52,4,52,761838.5267485522,2456583.3927202336,62500.0,dense_urban
7806,9_59,9,59,763175.3907073723,2458471.3418402625,62500.0,dense_urban
7807,3_53,3,53,761603.8410690875,2456856.320805431,62500.0,dense_urban
7808,7_52,7,52,762439.1973710515,2456615.805981651,62500.0,dense_urban
7809,6_52,6,52,762435.2685091924,2456610.10295389,62500.0,dense_urban
7810,6_52,6,52,762420.2749223518,2456607.1576314596,62500.0,dense_urban
7811,6_52,6,52,762417.1872445651,2456602.2994333254,62500.0,dense_urban
7812,6_52,6,52,762408.378676862,2456588.374618311,62500.0,dense_urban
7813,6_52,6,52,762429.4444504018,2456601.378155844,62500.0,dense_urban
7814,6_52,6,52,762417.8829468571,2456583.9061121074,62500.0,dense_urban
7815,6_52,6,52,762402.2348613834,2456578.4978315867,62500.0,dense_urban
7816,6_52,6,52,762398.5150805056,2456573.1533502853,62500.0,dense_urban
7817,6_52,6,52,762393.7040076279,2456566.3056620457,62500.0,dense_urban
7818,6_52,6,52,762390.2065405218,2456561.2434886773,62500.0,dense_urban
7819,6_52,6,52,762410.880770071,2456570.536009557,62500.0,dense_urban
7820,6_52,6,52,762406.4993798749,2456563.048419822,62500.0,dense_urban
7821,6_52,6,52,762403.0785718063,2456557.8516568732,62500.0,dense_urban
7822,6_52,6,52,762400.8294698134,2456554.419009808,62500.0,dense_urban
7823,6_51,6,51,762384.6875978364,2456529.597899541,62500.0,dense_urban
7824,6_51,6,51,762390.280079244,2456538.4989370382,62500.0,dense_urban
7825,6_51,6,51,762387.8240907834,2456534.705853221,62500.0,dense_urban
7826,6_51,6,51,762380.0747063056,2456525.450014262,62500.0,dense_urban
7827,6_51,6,51,762378.6934478139,2456520.4595665727,62500.0,dense_urban
7828,6_51,6,51,762379.2951714973,2456545.3914158796,62500.0,dense_urban
7829,6_51,6,51,762376.909858095,2456541.760971553,62500.0,dense_urban
7830,6_51,6,51,762374.6045213396,2456538.3171481043,62500.0,dense_urban
7831,6_51,6,51,762372.3269367962,2456534.8297863686,62500.0,dense_urban
7832,6_51,6,51,762370.0037841451,2456530.975148244,62500.0,dense_urban
7833,6_51,6,51,762367.5004259589,2456527.052122822,62500.0,dense_urban
7834,4_52,4,52,761883.9420523663,2456670.734403485,62500.0,dense_urban
7835,4_52,4,52,761903.1789468767,2456661.6115314756,62500.0,dense_urban
7836,4_52,4,52,761904.2612107381,2456658.5160617167,62500.0,dense_urban
7837,4_52,4,52,761899.0931303152,2456656.7461259863,62500.0,dense_urban
7838,4_52,4,52,761871.7069119314,2456671.3364200946,62500.0,dense_urban
7839,4_52,4,52,761879.5178154289,2456664.6016408256,62500.0,dense_urban
7840,4_52,4,52,761881.2511619893,2456660.6177303405,62500.0,dense_urban
7841,4_52,4,52,761874.0680834086,2456661.284407025,62500.0,dense_urban
7842,4_52,4,52,761896.9293889643,2456643.7165263756,62500.0,dense_urban
7843,4_52,4,52,761893.1913997217,2456640.4506976274,62500.0,dense_urban
7844,4_52,4,52,761890.4094410894,2456624.0143308495,62500.0,dense_urban
7845,4_52,4,52,761886.9027535182,2456621.9573611133,62500.0,dense_urban
7846,4_52,4,52,761855.3746469772,2456602.7754295426,62500.0,dense_urban
7847,4_52,4,52,761852.3108632818,2456600.421938312,62500.0,dense_urban
7848,4_52,4,52,761848.6233868913,2456598.2907306408,62500.0,dense_urban
7849,4_52,4,52,761850.4091615168,2456593.6365273525,62500.0,dense_urban
7850,4_52,4,52,761845.2025591008,2456593.91967641,62500.0,dense_urban
7851,4_52,4,52,761842.4115899311,2456590.22898189,62500.0,dense_urban
7852,4_52,4,52,761840.7498583891,2456586.3101835777,62500.0,dense_urban
7853,4_52,4,52,761859.8140476694,2456573.3595411666,62500.0,dense_urban
7854,4_52,4,52,761848.2579151167,2456570.734756364,62500.0,dense_urban
7855,4_52,4,52,761835.0354423024,2456558.3761563804,62500.0,dense_urban
7856,4_52,4,52,761816.9744538888,2456563.6288348436,62500.0,dense_urban
7857,4_52,4,52,761830.8876342454,2456552.9763849783,62500.0,dense_urban
7858,4_51,4,51,761827.0875139816,2456549.3213298908,62500.0,dense_urban
7859,4_52,4,52,761806.0545579604,2456557.241303936,62500.0,dense_urban
7860,4_51,4,51,761823.1361375232,2456545.7387463986,62500.0,dense_urban
7861,4_51,4,51,761818.1796609078,2456541.37834143,62500.0,dense_urban
7862,4_51,4,51,761814.342845498,2456537.6029056595,62500.0,dense_urban
7863,4_52,4,52,761804.1753700987,2456554.240158758,62500.0,dense_urban
7864,4_52,4,52,761801.0938865049,2456551.653143049,62500.0,dense_urban
7865,4_51,4,51,761798.3473901702,2456548.667268147,62500.0,dense_urban
7866,4_51,4,51,761794.5677991547,2456548.7090623183,62500.0,dense_urban
7867,4_51,4,51,761787.2671212741,2456542.9285615683,62500.0,dense_urban
7868,4_52,4,52,761775.4165536368,2456554.452222527,62500.0,dense_urban
7869,4_51,4,51,761742.9690497981,2456516.5401111245,62500.0,dense_urban
7870,4_51,4,51,761737.051943259,2456487.7286843346,62500.0,dense_urban
7871,4_51,4,51,761733.2958957464,2456478.728732374,62500.0,dense_urban
7872,4_51,4,51,761727.2472340165,2456478.8133154158,62500.0,dense_urban
7873,4_51,4,51,761724.9080369554,2456473.492110749,62500.0,dense_urban
7874,4_51,4,51,761707.8718843339,2456478.8902181573,62500.0,dense_urban
7875,4_51,4,51,761706.632438218,2456470.5304371896,62500.0,dense_urban
7876,4_51,4,51,761702.1707007755,2456466.921602361,62500.0,dense_urban
7877,4_51,4,51,761706.4166572823,2456462.2056104173,62500.0,dense_urban
7878,4_51,4,51,761720.4436244697,2456469.8609787305,62500.0,dense_urban
7879,4_51,4,51,761725.1307347624,2456463.9693194516,62500.0,dense_urban
7880,4_51,4,51,761721.9478162378,2456457.028778584,62500.0,dense_urban
7881,4_51,4,51,761720.5187527622,2456453.680358942,62500.0,dense_urban
7882,17_20,17,20,765174.3025680557,2448666.3672380764,62500.0,normal_urban
7883,12_58,12,58,763781.6060848904,2458241.3921744777,62500.0,dense_urban
7884,12_58,12,58,763850.306282266,2458173.963000886,62500.0,dense_urban
7885,12_59,12,59,763865.174701946,2458335.657638963,62500.0,dense_urban
7886,13_58,13,58,763940.7204475262,2458183.0543852365,62500.0,normal_urban
7887,14_20,14,20,764372.1508998395,2448684.1668349816,62500.0,normal_urban
7888,14_20,14,20,764355.0173893436,2448668.900177587,62500.0,normal_urban
7889,14_20,14,20,764352.3227770115,2448647.476595347,62500.0,normal_urban
7890,14_20,14,20,764322.4105866592,2448687.703353684,62500.0,normal_urban
7891,11_33,11,33,763649.705331963,2451995.4376553036,62500.0,dense_urban
7892,11_33,11,33,763627.8995481593,2451978.3317809105,62500.0,dense_urban
7893,11_33,11,33,763647.0131775521,2451992.367966098,62500.0,dense_urban
7894,11_33,11,33,763654.9950838662,2451997.312561915,62500.0,dense_urban
7895,11_33,11,33,763654.3048963313,2451979.7264189105,62500.0,dense_urban
7896,11_33,11,33,763660.7230654676,2451983.5962499003,62500.0,dense_urban
7897,11_33,11,33,763665.4889858392,2451987.7574524567,62500.0,dense_urban
7898,11_33,11,33,763667.006332604,2451990.9785852665,62500.0,dense_urban
7899,11_33,11,33,763669.1512782599,2451993.7237541275,62500.0,dense_urban
7900,11_33,11,33,763671.5311707163,2451996.402593266,62500.0,dense_urban
7901,11_33,11,33,763656.4663570813,2452003.388432626,62500.0,dense_urban
7902,11_33,11,33,763659.6235563144,2452006.279470215,62500.0,dense_urban
7903,11_33,11,33,763665.8313456415,2452007.073971014,62500.0,dense_urban
7904,11_33,11,33,763663.1522353695,2452011.5826118146,62500.0,dense_urban
7905,11_33,11,33,763658.8947314619,2452015.198409959,62500.0,dense_urban
7906,11_33,11,33,763659.0433455984,2452021.115543444,62500.0,dense_urban
7907,11_33,11,33,763650.9578376685,2452015.418728434,62500.0,dense_urban
7908,11_33,11,33,763640.5120685446,2451982.2932967586,62500.0,dense_urban
7909,11_33,11,33,763632.8795183502,2451989.267090403,62500.0,dense_urban
7910,11_33,11,33,763625.4003736291,2451996.1881769346,62500.0,dense_urban
7911,11_33,11,33,763616.4653292949,2452004.3906013113,62500.0,dense_urban
7912,4_52,4,52,761773.0918241752,2456679.2196661294,62500.0,dense_urban
7913,4_52,4,52,761777.3769914734,2456675.887471149,62500.0,dense_urban
7914,4_52,4,52,761786.4218823997,2456682.8752440866,62500.0,dense_urban
7915,4_52,4,52,761782.6234900529,2456672.1748947534,62500.0,dense_urban
7916,4_52,4,52,761785.9435433884,2456669.581762983,62500.0,dense_urban
7917,4_52,4,52,761789.952156477,2456666.3887766832,62500.0,dense_urban
7918,4_52,4,52,761801.3667746903,2456674.2824860783,62500.0,dense_urban
7919,4_52,4,52,761804.866486821,2456671.414743239,62500.0,dense_urban
7920,4_52,4,52,761808.4464579022,2456669.1053922963,62500.0,dense_urban
7921,4_52,4,52,761812.2612321981,2456666.0422094273,62500.0,dense_urban
7922,4_52,4,52,761816.2449180386,2456663.6713601905,62500.0,dense_urban
7923,4_52,4,52,761820.4385881023,2456660.8562450814,62500.0,dense_urban
7924,4_52,4,52,761824.1776249585,2456658.1551126945,62500.0,dense_urban
7925,4_52,4,52,761827.3132307063,2456655.751616076,62500.0,dense_urban
7926,4_52,4,52,761830.4868017861,2456653.4071657085,62500.0,dense_urban
7927,4_52,4,52,761837.9469730965,2456647.4266733965,62500.0,dense_urban
7928,4_52,4,52,761841.7997545663,2456645.0418633707,62500.0,dense_urban
7929,4_52,4,52,761845.3504124802,2456642.3695763317,62500.0,dense_urban
7930,4_52,4,52,761851.718070232,2456637.6352535025,62500.0,dense_urban
7931,4_52,4,52,761855.2715335959,2456634.98566995,62500.0,dense_urban
7932,4_52,4,52,761794.4166191117,2456664.578037016,62500.0,dense_urban
7933,4_52,4,52,761797.5559950551,2456661.3306399877,62500.0,dense_urban
7934,4_52,4,52,761795.1076045762,2456652.0795393223,62500.0,dense_urban
7935,4_52,4,52,761798.9587573066,2456650.642502541,62500.0,dense_urban
7936,4_52,4,52,761800.8870414622,2456658.754573974,62500.0,dense_urban
7937,4_52,4,52,761804.685996134,2456657.081358894,62500.0,dense_urban
7938,4_52,4,52,761806.7881840974,2456653.52841211,62500.0,dense_urban
7939,4_52,4,52,761810.1860000491,2456651.3210930657,62500.0,dense_urban
7940,4_52,4,52,761813.9488389114,2456649.0115553974,62500.0,dense_urban
7941,4_52,4,52,761817.2755368423,2456646.6122186272,62500.0,dense_urban
7942,4_52,4,52,761820.3505776549,2456644.3131596074,62500.0,dense_urban
7943,4_52,4,52,761823.7620632142,2456641.474764894,62500.0,dense_urban
7944,4_52,4,52,761828.2356742164,2456639.4934402807,62500.0,dense_urban
7945,4_52,4,52,761835.4536137399,2456634.3577942536,62500.0,dense_urban
7946,4_52,4,52,761838.3723955022,2456632.174206181,62500.0,dense_urban
7947,4_52,4,52,761843.1547072156,2456628.7474432806,62500.0,dense_urban
7948,4_52,4,52,761848.0239216833,2456624.7581237406,62500.0,dense_urban
7949,4_52,4,52,761791.5437022959,2456687.9167433805,62500.0,dense_urban
7950,4_52,4,52,761785.7545004224,2456691.4105412844,62500.0,dense_urban
7951,4_52,4,52,761788.4340312496,2456689.9309884524,62500.0,dense_urban
7952,4_52,4,52,761810.3458759154,2456694.244750705,62500.0,dense_urban
7953,4_52,4,52,761812.3079114221,2456697.662862388,62500.0,dense_urban
7954,4_52,4,52,761873.9071618814,2456633.4126260653,62500.0,dense_urban
7955,4_52,4,52,761871.60654414,2456629.1945138806,62500.0,dense_urban
7956,17_36,17,36,765102.2757729151,2452665.7674809187,62500.0,open_area
7957,18_36,18,36,765398.4471988023,2452630.760905513,62500.0,normal_urban
7958,4_52,4,52,761802.7487534182,2456681.232170029,62500.0,dense_urban
7959,4_52,4,52,761806.5881664918,2456679.5165001852,62500.0,dense_urban
7960,4_52,4,52,761809.7247140412,2456677.6362143815,62500.0,dense_urban
7961,4_52,4,52,761812.1238764407,2456676.1662590085,62500.0,dense_urban
