grid_id,grid_col,grid_row,A_z,building_count,mean_height_m,building_density_per_km2,zone_type
39_22,39,22,62500.0,0,,0.0,open_area
39_23,39,23,62500.0,0,,0.0,open_area
39_24,39,24,62500.0,0,,0.0,open_area
39_25,39,25,62500.0,0,,0.0,open_area
39_26,39,26,62500.0,0,,0.0,open_area
39_27,39,27,62500.0,0,,0.0,open_area
39_28,39,28,62500.0,0,,0.0,open_area
39_29,39,29,62500.0,0,,0.0,open_area
39_30,39,30,62500.0,0,,0.0,open_area
39_31,39,31,62500.0,0,,0.0,open_area
39_32,39,32,62500.0,0,,0.0,open_area
39_33,39,33,62500.0,0,,0.0,open_area
39_34,39,34,62500.0,0,,0.0,open_area
39_35,39,35,62500.0,0,,0.0,open_area
39_36,39,36,62500.0,0,,0.0,open_area
39_37,39,37,62500.0,0,,0.0,open_area
39_38,39,38,62500.0,0,,0.0,open_area
39_39,39,39,62500.0,0,,0.0,open_area
39_40,39,40,62500.0,0,,0.0,open_area
39_41,39,41,62500.0,0,,0.0,open_area
39_42,39,42,62500.0,0,,0.0,open_area
39_43,39,43,54543.755736699095,0,,0.0,open_area
39_44,39,44,18004.418007457603,0,,0.0,open_area
39_8,39,8,13822.946537097183,0,,0.0,open_area
39_9,39,9,48107.18180303744,0,,0.0,open_area
3_37,3,37,9291.849304587597,0,,0.0,open_area
3_38,3,38,38423.77391731134,0,,0.0,open_area
3_39,3,39,61085.156266599784,0,,0.0,open_area
3_40,3,40,62500.0,0,,0.0,open_area
3_41,3,41,62500.0,0,,0.0,open_area
3_42,3,42,62500.0,0,,0.0,open_area
3_43,3,43,62500.0,0,,0.0,open_area
3_44,3,44,62500.0,0,,0.0,open_area
3_45,3,45,62500.0,8,46.274648632636854,128.0,normal_urban
3_46,3,46,62500.0,0,,0.0,open_area
3_47,3,47,62500.0,2,30.95,32.0,open_area
3_48,3,48,62500.0,26,35.87307692307692,416.0,dense_urban
3_49,3,49,62500.0,106,36.99974371762771,1696.0,dense_urban
3_50,3,50,62500.0,152,30.346300863989875,2432.0,dense_urban
3_51,3,51,62500.0,367,20.23867496808432,5872.0,dense_urban
3_52,3,52,62500.0,259,17.112278622494348,4144.0,dense_urban
3_53,3,53,62500.0,228,18.705820786508276,3648.0,dense_urban
3_54,3,54,62500.0,209,18.979159118609093,3344.0,dense_urban
3_55,3,55,62500.0,60,24.45374933630342,960.0,dense_urban
3_56,3,56,62500.0,7,39.01955381917377,112.0,normal_urban
3_57,3,57,62500.0,2,91.5,32.0,open_area
3_58,3,58,62500.0,30,27.940492730195952,480.0,dense_urban
3_59,3,59,62500.0,7,27.07253493436949,112.0,normal_urban
3_60,3,60,28183.917135561038,11,15.57272727272727,390.2935119732082,dense_urban
40_10,40,10,20355.477451725164,0,,0.0,open_area
40_11,40,11,53588.86485225011,0,,0.0,open_area
40_12,40,12,62500.0,0,,0.0,open_area
40_13,40,13,62500.0,0,,0.0,open_area
40_14,40,14,62500.0,0,,0.0,open_area
40_15,40,15,62500.0,0,,0.0,open_area
40_16,40,16,62500.0,0,,0.0,open_area
40_17,40,17,62500.0,0,,0.0,open_area
40_18,40,18,62500.0,0,,0.0,open_area
40_19,40,19,62500.0,0,,0.0,open_area
40_20,40,20,62500.0,0,,0.0,open_area
40_21,40,21,62500.0,0,,0.0,open_area
40_22,40,22,62500.0,0,,0.0,open_area
40_23,40,23,62500.0,0,,0.0,open_area
40_24,40,24,62500.0,0,,0.0,open_area
40_25,40,25,62500.0,0,,0.0,open_area
40_26,40,26,62500.0,0,,0.0,open_area
40_27,40,27,62500.0,0,,0.0,open_area
40_28,40,28,62500.0,0,,0.0,open_area
40_29,40,29,62500.0,0,,0.0,open_area
40_30,40,30,62500.0,0,,0.0,open_area
40_31,40,31,62500.0,0,,0.0,open_area
40_32,40,32,62500.0,0,,0.0,open_area
40_33,40,33,62500.0,0,,0.0,open_area
40_34,40,34,62500.0,0,,0.0,open_area
40_35,40,35,62500.0,0,,0.0,open_area
40_36,40,36,62500.0,0,,0.0,open_area
40_37,40,37,62500.0,0,,0.0,open_area
40_38,40,38,62500.0,0,,0.0,open_area
40_39,40,39,62500.0,0,,0.0,open_area
40_40,40,40,62500.0,0,,0.0,open_area
40_41,40,41,61425.35851198615,0,,0.0,open_area
40_42,40,42,33756.63364263892,0,,0.0,open_area
40_43,40,43,2570.4300563494526,0,,0.0,open_area
40_9,40,9,134.23792857827604,0,,0.0,open_area
41_11,41,11,1380.670319596399,0,,0.0,open_area
41_12,41,12,27083.5928919696,0,,0.0,open_area
41_13,41,13,57762.768913433225,0,,0.0,open_area
41_14,41,14,62500.0,0,,0.0,open_area
41_15,41,15,62500.0,0,,0.0,open_area
41_16,41,16,62500.0,0,,0.0,open_area
41_17,41,17,62500.0,0,,0.0,open_area
41_18,41,18,62500.0,0,,0.0,open_area
41_19,41,19,62500.0,0,,0.0,open_area
41_20,41,20,62500.0,0,,0.0,open_area
41_21,41,21,62500.0,0,,0.0,open_area
41_22,41,22,62500.0,0,,0.0,open_area
41_23,41,23,62500.0,0,,0.0,open_area
41_24,41,24,62500.0,0,,0.0,open_area
41_25,41,25,62500.0,0,,0.0,open_area
41_26,41,26,62500.0,0,,0.0,open_area
41_27,41,27,62500.0,0,,0.0,open_area
41_28,41,28,62500.0,0,,0.0,open_area
41_29,41,29,62500.0,0,,0.0,open_area
41_30,41,30,62500.0,0,,0.0,open_area
41_31,41,31,62500.0,0,,0.0,open_area
41_32,41,32,62500.0,0,,0.0,open_area
41_33,41,33,62500.0,0,,0.0,open_area
41_34,41,34,62500.0,0,,0.0,open_area
41_35,41,35,62500.0,0,,0.0,open_area
41_36,41,36,62500.0,0,,0.0,open_area
41_37,41,37,62500.0,0,,0.0,open_area
41_38,41,38,62500.0,0,,0.0,open_area
41_39,41,39,62500.0,0,,0.0,open_area
41_40,41,40,48982.94769750029,0,,0.0,open_area
41_41,41,41,11473.722980248447,0,,0.0,open_area
42_13,42,13,3934.8816986586276,0,,0.0,open_area
42_14,42,14,32006.795424660086,0,,0.0,open_area
42_15,42,15,39226.3028435118,0,,0.0,open_area
42_16,42,16,38144.40235911752,0,,0.0,open_area
42_17,42,17,37062.50187472324,0,,0.0,open_area
42_18,42,18,35980.60139032896,0,,0.0,open_area
42_19,42,19,34898.700905934675,0,,0.0,open_area
42_20,42,20,33816.80042154039,0,,0.0,open_area
42_21,42,21,32734.89993714611,0,,0.0,open_area
42_22,42,22,31652.999452737276,0,,0.0,open_area
42_23,42,23,30571.098968328442,0,,0.0,open_area
42_24,42,24,29489.19848393416,0,,0.0,open_area
42_25,42,25,28407.29799953988,0,,0.0,open_area
42_26,42,26,27325.397515145596,0,,0.0,open_area
42_27,42,27,26243.497030751314,0,,0.0,open_area
42_28,42,28,25161.596546357032,0,,0.0,open_area
42_29,42,29,24079.696061948198,0,,0.0,open_area
42_30,42,30,22997.795577539364,0,,0.0,open_area
42_31,42,31,21915.89509314508,0,,0.0,open_area
42_32,42,32,20833.9946087508,0,,0.0,open_area
42_33,42,33,19752.094124356518,0,,0.0,open_area
42_34,42,34,18670.193639962235,0,,0.0,open_area
42_35,42,35,17588.293155567953,0,,0.0,open_area
42_36,42,36,16506.39267115912,0,,0.0,open_area
42_37,42,37,15424.492186750285,0,,0.0,open_area
42_38,42,38,14342.591702356003,0,,0.0,open_area
42_39,42,39,12770.74425895282,0,,0.0,open_area
42_40,42,40,558.5816443209844,0,,0.0,open_area
4_35,4,35,11265.897647977587,0,,0.0,open_area
4_36,4,36,41344.0199020406,0,,0.0,open_area
4_37,4,37,61842.04760506832,1,11.420406157630701,16.1702278421655,open_area
4_38,4,38,62500.0,2,13.172269978374345,32.0,open_area
4_39,4,39,62500.0,1,9.18043334676535,16.0,open_area
4_40,4,40,62500.0,0,,0.0,open_area
4_41,4,41,62500.0,0,,0.0,open_area
4_42,4,42,62500.0,0,,0.0,open_area
4_43,4,43,62500.0,0,,0.0,open_area
4_44,4,44,62500.0,0,,0.0,open_area
4_45,4,45,62500.0,0,,0.0,open_area
4_46,4,46,62500.0,3,37.82618149419749,48.0,open_area
4_47,4,47,62500.0,3,14.1,48.0,open_area
4_48,4,48,62500.0,1,12.693740544193531,16.0,open_area
4_49,4,49,62500.0,5,55.160000000000004,80.0,normal_urban
4_50,4,50,62500.0,77,40.774993700202174,1232.0,dense_urban
4_51,4,51,62500.0,221,25.031215020476946,3536.0,dense_urban
4_52,4,52,62500.0,574,16.477772964323645,9184.0,dense_urban
4_53,4,53,62500.0,383,20.830943052267727,6128.0,dense_urban
4_54,4,54,62500.0,149,20.41293640928781,2384.0,dense_urban
4_55,4,55,62500.0,191,22.967333214622926,3056.0,dense_urban
4_56,4,56,62500.0,25,37.95124045986245,400.0,dense_urban
4_57,4,57,62500.0,9,57.166666666666664,144.0,normal_urban
4_58,4,58,62500.0,11,18.913709497252317,176.0,normal_urban
4_59,4,59,62500.0,28,25.108501975603502,448.0,dense_urban
4_60,4,60,20382.43435160257,5,37.42,245.30926550522042,dense_urban
5_20,5,20,10706.193098446043,0,,0.0,open_area
5_21,5,21,26253.803608269664,2,9.0,76.17943783848607,normal_urban
5_22,5,22,30285.646430085762,1,9.0,33.01894190399714,open_area
5_23,5,23,34317.48925191641,4,18.753061264672727,116.55864363027739,normal_urban
5_24,5,24,38349.332073747064,1,39.12188563262519,26.07607345225638,open_area
5_25,5,25,40155.80297741974,1,35.669265944823245,24.90300095760297,open_area
5_34,5,34,22176.20234584892,0,,0.0,open_area
5_35,5,35,60988.72842606028,3,41.833333333333336,49.18941708445441,open_area
5_36,5,36,62500.0,3,8.0,48.0,open_area
5_37,5,37,62500.0,6,8.28051922387919,96.0,normal_urban
5_38,5,38,62500.0,0,,0.0,open_area
5_39,5,39,62500.0,0,,0.0,open_area
5_40,5,40,62500.0,0,,0.0,open_area
5_41,5,41,62500.0,0,,0.0,open_area
5_42,5,42,62500.0,0,,0.0,open_area
5_43,5,43,62500.0,0,,0.0,open_area
5_44,5,44,62500.0,0,,0.0,open_area
5_45,5,45,62500.0,1,20.33587939827737,16.0,open_area
5_46,5,46,62500.0,3,19.354040949674083,48.0,open_area
5_47,5,47,62500.0,0,,0.0,open_area
5_48,5,48,62500.0,0,,0.0,open_area
5_49,5,49,62500.0,9,63.22881530570474,144.0,normal_urban
5_50,5,50,62500.0,48,34.66306280121483,768.0,dense_urban
5_51,5,51,62500.0,153,26.319799714362826,2448.0,dense_urban
5_52,5,52,62500.0,284,30.971357629110827,4544.0,dense_urban
5_53,5,53,62500.0,183,31.03418909006383,2928.0,dense_urban
5_54,5,54,62500.0,244,24.74304979162364,3904.0,dense_urban
5_55,5,55,62500.0,237,19.88978486010905,3792.0,dense_urban
5_56,5,56,62500.0,49,44.27265253518257,784.0,dense_urban
5_57,5,57,62500.0,24,66.625,384.0,dense_urban
5_58,5,58,62500.0,21,42.546807581564465,336.0,dense_urban
5_59,5,59,62500.0,22,50.82214178933541,352.0,dense_urban
5_60,5,60,37300.49036814078,13,22.35356030586685,348.5208873045702,dense_urban
5_61,5,61,5219.51700960043,4,16.309548785416542,766.3544333015235,dense_urban
6_19,6,19,3316.382960618222,0,,0.0,open_area
6_20,6,20,55130.57279521596,4,31.542617051971696,72.55502341428794,normal_urban
6_21,6,21,62500.0,6,8.971248553156443,96.0,normal_urban
6_22,6,22,62500.0,4,8.576073394335902,64.0,open_area
6_23,6,23,62500.0,2,20.484485325867066,32.0,open_area
6_24,6,24,62500.0,5,36.52583960290068,80.0,normal_urban
6_25,6,25,62414.46510235261,8,32.949422925436025,128.17541553678163,normal_urban
6_26,6,26,1679.6485885785314,0,,0.0,open_area
6_27,6,27,160.7075994453253,0,,0.0,open_area
6_28,6,28,1307.9756460602653,2,15.0,1529.080458053001,dense_urban
6_32,6,32,15.157701160613298,0,,0.0,open_area
6_33,6,33,28987.25451626524,0,,0.0,open_area
6_34,6,34,62194.06863990859,3,16.34272860733012,48.236111024821504,open_area
6_35,6,35,62500.0,26,47.359971064329024,416.0,dense_urban
6_36,6,36,62500.0,16,31.706317037095943,256.0,dense_urban
6_37,6,37,62500.0,10,8.89345278659744,160.0,normal_urban
6_38,6,38,62500.0,5,10.42842322080792,80.0,normal_urban
6_39,6,39,62500.0,0,,0.0,open_area
6_40,6,40,62500.0,0,,0.0,open_area
6_41,6,41,62500.0,0,,0.0,open_area
6_42,6,42,62500.0,0,,0.0,open_area
6_43,6,43,62500.0,0,,0.0,open_area
6_44,6,44,62500.0,0,,0.0,open_area
6_45,6,45,62500.0,0,,0.0,open_area
6_46,6,46,62500.0,0,,0.0,open_area
6_47,6,47,62500.0,0,,0.0,open_area
6_48,6,48,62500.0,3,46.063771021733025,48.0,open_area
6_49,6,49,62500.0,19,63.023323132803,304.0,dense_urban
6_50,6,50,62500.0,24,45.737172929386325,384.0,dense_urban
6_51,6,51,62500.0,125,29.78073453704091,2000.0,dense_urban
6_52,6,52,62500.0,284,29.6728132678087,4544.0,dense_urban
6_53,6,53,62500.0,160,37.008271527045316,2560.0,dense_urban
6_54,6,54,62500.0,169,30.146645063398207,2704.0,dense_urban
6_55,6,55,62500.0,303,21.865922850216684,4848.0,dense_urban
6_56,6,56,62500.0,179,23.67128590423532,2864.0,dense_urban
6_57,6,57,62500.0,39,50.25009399975364,624.0,dense_urban
6_58,6,58,62500.0,19,27.297996889416368,304.0,dense_urban
6_59,6,59,62500.0,32,52.356842052819474,512.0,dense_urban
6_60,6,60,62500.0,22,49.45750620339818,352.0,dense_urban
6_61,6,61,55876.47742786851,4,10.541258152430682,71.58647402502493,normal_urban
7_19,7,19,34829.879127582324,8,36.0,229.68784849054143,dense_urban
7_20,7,20,62500.0,9,30.93120673518788,144.0,normal_urban
7_21,7,21,62500.0,6,10.107710604056338,96.0,normal_urban
7_22,7,22,62500.0,3,8.69903855355121,48.0,open_area
7_23,7,23,62500.0,3,26.525679929821806,48.0,open_area
7_24,7,24,62500.0,1,34.11951427846907,16.0,open_area
7_25,7,25,62500.0,5,42.32690923216975,80.0,normal_urban
7_26,7,26,12102.752455166254,0,,0.0,open_area
7_27,7,27,11950.331023470366,2,7.619759426266159,167.35938076292732,normal_urban
7_28,7,28,22080.86735447148,4,5.933397354414745,181.15230420013285,normal_urban
7_29,7,29,9277.120989272536,2,3.8507851379415734,215.5841238152085,dense_urban
7_31,7,31,1850.7714284281087,0,,0.0,open_area
7_32,7,32,37702.43955842525,0,,0.0,open_area
7_33,7,33,62500.0,4,11.650232809685017,64.0,open_area
7_34,7,34,62500.0,0,,0.0,open_area
7_35,7,35,62500.0,12,38.094042909048255,192.0,normal_urban
7_36,7,36,62500.0,12,56.651465748555744,192.0,normal_urban
7_37,7,37,62500.0,2,23.89125980614895,32.0,open_area
7_38,7,38,62500.0,8,48.61778958381245,128.0,normal_urban
7_39,7,39,62500.0,0,,0.0,open_area
7_40,7,40,62500.0,0,,0.0,open_area
7_41,7,41,62500.0,0,,0.0,open_area
7_42,7,42,62500.0,0,,0.0,open_area
7_43,7,43,62500.0,0,,0.0,open_area
7_44,7,44,62500.0,0,,0.0,open_area
7_45,7,45,62500.0,0,,0.0,open_area
7_46,7,46,62500.0,0,,0.0,open_area
7_47,7,47,62500.0,4,116.74290084552007,64.0,open_area
7_48,7,48,62500.0,1,132.0,16.0,open_area
7_49,7,49,62500.0,8,45.25206547497006,128.0,normal_urban
7_50,7,50,62500.0,41,60.32554623373284,656.0,dense_urban
7_51,7,51,62500.0,40,43.442940241048966,640.0,dense_urban
7_52,7,52,62500.0,181,36.336334382863996,2896.0,dense_urban
7_53,7,53,62500.0,73,29.37459862604625,1168.0,dense_urban
7_54,7,54,62500.0,174,27.304030254856205,2784.0,dense_urban
7_55,7,55,62500.0,127,30.5168546889607,2032.0,dense_urban
7_56,7,56,62500.0,158,25.75060257957542,2528.0,dense_urban
7_57,7,57,62500.0,46,28.858109519942953,736.0,dense_urban
7_58,7,58,62500.0,12,13.509988527716766,192.0,normal_urban
7_59,7,59,62500.0,30,44.49910736103502,480.0,dense_urban
7_60,7,60,62500.0,42,45.70458356265389,672.0,dense_urban
7_61,7,61,55864.5440131776,15,16.82802647268637,268.5066219543782,dense_urban
8_16,8,16,4870.018627003736,0,,0.0,open_area
8_17,8,17,11546.195365174179,0,,0.0,open_area
8_18,8,18,10209.017550369026,0,,0.0,open_area
8_19,8,19,11361.907047489622,0,,0.0,open_area
8_20,8,20,13169.11700574112,0,,0.0,open_area
8_21,8,21,14245.330419929815,1,12.359344536009225,70.19844191195159,normal_urban
8_22,8,22,15320.868502529725,0,,0.0,open_area
8_23,8,23,16396.31510869335,0,,0.0,open_area
8_24,8,24,17427.373747197773,1,32.3447985382698,57.38099236901914,open_area
8_25,8,25,17391.11262482642,2,25.34678755816379,115.00126778231143,normal_urban
8_26,8,26,2777.998985597614,1,15.880402676385852,359.9713337493808,dense_urban
8_27,8,27,109.51547550743855,1,3.0,9131.129599415177,dense_urban
8_30,8,30,8118.645157539716,0,,0.0,open_area
8_31,8,31,50006.29043096311,0,,0.0,open_area
8_32,8,32,62500.0,0,,0.0,open_area
8_33,8,33,62500.0,3,11.4,48.0,open_area
8_34,8,34,62500.0,1,40.6567468310685,16.0,open_area
8_35,8,35,62500.0,13,39.150630129531336,208.0,dense_urban
8_36,8,36,62500.0,12,43.46159649117475,192.0,normal_urban
8_37,8,37,62500.0,0,,0.0,open_area
8_38,8,38,62500.0,7,64.0851736697267,112.0,normal_urban
8_39,8,39,62500.0,0,,0.0,open_area
8_40,8,40,62500.0,0,,0.0,open_area
8_41,8,41,62500.0,0,,0.0,open_area
8_42,8,42,62500.0,0,,0.0,open_area
8_43,8,43,62500.0,0,,0.0,open_area
8_44,8,44,62500.0,0,,0.0,open_area
8_45,8,45,62500.0,0,,0.0,open_area
8_46,8,46,62500.0,0,,0.0,open_area
8_47,8,47,62500.0,0,,0.0,open_area
8_48,8,48,62500.0,8,65.56291240052808,128.0,normal_urban
8_49,8,49,62500.0,18,76.51121972275577,288.0,dense_urban
8_50,8,50,62500.0,19,57.37054089822578,304.0,dense_urban
8_51,8,51,62500.0,25,53.97749236319009,400.0,dense_urban
8_52,8,52,62500.0,32,52.793758471098805,512.0,dense_urban
8_53,8,53,62500.0,25,49.057741728075406,400.0,dense_urban
8_54,8,54,62500.0,84,32.411529327666486,1344.0,dense_urban
8_55,8,55,62500.0,112,33.67024388532991,1792.0,dense_urban
8_56,8,56,62500.0,87,24.579419565673984,1392.0,dense_urban
8_57,8,57,62500.0,32,41.727244211981855,512.0,dense_urban
8_58,8,58,62500.0,96,20.70365510531897,1536.0,dense_urban
8_59,8,59,62500.0,76,31.26450084227439,1216.0,dense_urban
8_60,8,60,62500.0,40,40.50958753895874,640.0,dense_urban
8_61,8,61,57145.16215435959,13,13.625815360270135,227.49082354311304,dense_urban
8_62,8,62,318.55504247243744,0,,0.0,open_area
9_13,9,13,1894.7965468713633,0,,0.0,open_area
9_14,9,14,41213.714340308514,0,,0.0,open_area
9_15,9,15,54638.26464647718,3,9.54311542663844,54.90657544507915,open_area
9_16,9,16,62405.80826796981,12,8.775566654240079,192.28979373958495,normal_urban
9_17,9,17,62500.0,45,8.643634460273356,720.0,dense_urban
9_18,9,18,62500.0,46,12.476950189915566,736.0,dense_urban
9_19,9,19,62500.0,1,29.367457838140577,16.0,open_area
9_20,9,20,62500.0,0,,0.0,open_area
9_21,9,21,62500.0,0,,0.0,open_area
9_22,9,22,62500.0,0,,0.0,open_area
9_23,9,23,62500.0,0,,0.0,open_area
9_24,9,24,62500.0,0,,0.0,open_area
9_25,9,25,62485.19487217317,0,,0.0,open_area
9_26,9,26,61603.13627886353,0,,0.0,open_area
9_27,9,27,60221.394737746654,0,,0.0,open_area
9_28,9,28,58815.27298287256,0,,0.0,open_area
9_29,9,29,57381.172462468385,0,,0.0,open_area
9_30,9,30,60355.34001724407,7,31.036000399419315,115.9797956237184,normal_urban
9_31,9,31,62500.0,45,24.88134326417947,720.0,dense_urban
9_32,9,32,62500.0,11,43.108697182274845,176.0,normal_urban
9_33,9,33,62500.0,8,13.537776797899177,128.0,normal_urban
9_34,9,34,62500.0,3,11.333978677303408,48.0,open_area
9_35,9,35,62500.0,16,35.702414092556964,256.0,dense_urban
9_36,9,36,62500.0,8,40.0125,128.0,normal_urban
9_37,9,37,62500.0,33,26.917896542318577,528.0,dense_urban
9_38,9,38,62500.0,0,,0.0,open_area
9_39,9,39,62500.0,0,,0.0,open_area
9_40,9,40,62500.0,0,,0.0,open_area
9_41,9,41,62500.0,0,,0.0,open_area
9_42,9,42,62500.0,0,,0.0,open_area
9_43,9,43,62500.0,0,,0.0,open_area
9_44,9,44,62500.0,0,,0.0,open_area
9_45,9,45,62500.0,0,,0.0,open_area
9_46,9,46,62500.0,0,,0.0,open_area
9_47,9,47,62500.0,5,40.38484101526367,80.0,normal_urban
9_48,9,48,62500.0,6,39.2667481867224,96.0,normal_urban
9_49,9,49,62500.0,13,55.276923076923076,208.0,dense_urban
9_50,9,50,62500.0,19,48.984210526315785,304.0,dense_urban
9_51,9,51,62500.0,28,50.34292664113241,448.0,dense_urban
9_52,9,52,62500.0,7,31.874471482096933,112.0,normal_urban
9_53,9,53,62500.0,21,67.26451246850195,336.0,dense_urban
9_54,9,54,62500.0,25,37.80562100544212,400.0,dense_urban
9_55,9,55,62500.0,77,40.05326171610633,1232.0,dense_urban
9_56,9,56,62500.0,39,26.792093880237363,624.0,dense_urban
9_57,9,57,62500.0,36,61.480652245051765,576.0,dense_urban
9_58,9,58,62500.0,35,38.07576384060388,560.0,dense_urban
9_59,9,59,62500.0,31,31.45373508474674,496.0,dense_urban
9_60,9,60,62500.0,29,51.3510654652274,464.0,dense_urban
9_61,9,61,36567.987231047286,3,49.32207711429845,82.03896979741101,normal_urban
9_62,9,62,279.33540990462967,0,,0.0,open_area
